"","Year","Area","Street","Street.2"
"4012",2012,NA,"St Martins Queensway",""
"4013",2012,NA,"St Martins Square City Centre",""
"4014",2012,NA,"St Phillips Cathedral",""
"4015",2012,NA,"St Phillips Churchyard Temple Row",""
"4016",2012,NA,"Star City",""
"4017",2012,NA,"Star City Birmingham",""
"4018",2012,NA,"Stealhouse Lan.",""
"4019",2012,NA,"Steelhouse Lan.",""
"4020",2012,NA,"Steelhouse Lan.",""
"4021",2012,NA,"Steelhouse Lan. City Centre",""
"4022",2012,NA,"Steelhouse Lan. Police Station",""
"4023",2012,NA,"Suffolk Str. Queensway City Centre",""
"4024",2012,NA,"Summer Row Birmingham",""
"4025",2012,NA,"Summer Row Birmingham",""
"4026",2012,NA,"Summer Row City Centre",""
"4027",2012,NA,"Tanhouse Fish Bar",""
"4028",2012,NA,"Tescos Aston",""
"4029",2012,NA,"Tescos New Str.",""
"4030",2012,NA,"Tew Pk. Rd. Handsworth",""
"4031",2012,NA,"The Arcadian Centre",""
"4032",2012,NA,"The Bullring",""
"4033",2012,NA,"The Review Bar Arcadian Birmingham",""
"4034",2012,NA,"Thimblemill Rd. Smethwick",""
"4035",2012,NA,"Three Shires Oak Rd. Bearwood",""
"4036",2012,NA,"Union Passage",""
"4037",2012,NA,"Union Str. City Centre",""
"4038",2012,NA,"Upper Bull St O S Priory Court",""
"4039",2012,NA,"Upper Dean St",""
"4040",2012,NA,"Upper Dean Str. Birmingham",""
"4041",2012,NA,"Vauxhall Rd. Neachells",""
"4042",2012,NA,"Vauxhall Rd. Neachells",""
"4043",2012,NA,"Vicarage Rd. Handsworth",""
"4044",2012,NA,"Vicarge Rd. Edgbaston",""
"4045",2012,NA,"Victoria Square",""
"4046",2012,NA,"Victoria Square",""
"4047",2012,NA,"Victoria Square",""
"4048",2012,NA,"Victoria Square Step Birmingham",""
"4049",2012,NA,"Victoria Square City Centre",""
"4050",2012,NA,"Villa Rd. Lozells",""
"4051",2012,NA,"Wallface West Bromwich",""
"4052",2012,NA,"Waters Str.",""
"4053",2012,NA,"Waverhill Pk. Handsworth",""
"4054",2012,NA,"Waverly Hill Pk.",""
"4055",2012,NA,"Wellington Crescent Handsworth Birmingham",""
"4056",2012,NA,"West Ave. Handsworth Wood",""
"4057",2012,NA,"Whitmore St",""
"4058",2012,NA,"Whitmore Str. Bordesley Gr.",""
"4059",2012,NA,"Whitomore St",""
"4060",2012,NA,"Willes Rd.",""
"4061",2012,NA,"Winson St",""
"4062",2012,NA,"Winson St",""
"4063",2012,NA,"Witton Lodge Rd. Erdington",""
"4064",2012,NA,"Wright Str. Small Heath",""
"4065",2012,NA,"Wrottesley St",""
"4066",2012,"Coventry","Gosford St",""
"4067",2012,NA,"Albany Ph",""
"4068",2012,NA,"Allard Way Coventry",""
"4069",2012,NA,"Allesley Old Rd Coventry",""
"4070",2012,NA,"Allton Rd.",""
"4071",2012,NA,"Ansty Rd.",""
"4072",2012,NA,"Arena Pk. Coventry",""
"4073",2012,NA,"Beake Avneue",""
"4074",2012,NA,"Beake Avneue",""
"4075",2012,NA,"Beake Avneue",""
"4076",2012,NA,"Bedlam Lan.",""
"4077",2012,NA,"Bedlam Rd.",""
"4078",2012,NA,"Birmingham International",""
"4079",2012,NA,"Birmingham International Railway Station",""
"4080",2012,NA,"Blackberry Lan.",""
"4081",2012,NA,"Bowers Close",""
"4082",2012,NA,"Britannia Hotel",""
"4083",2012,NA,"Broad Pk. Rd.",""
"4084",2012,NA,"Broadgate",""
"4085",2012,NA,"Calcott House Chace Ave. Coventry",""
"4086",2012,NA,"Car Pk. Arena Pk.",""
"4087",2012,NA,"Carmelite Rd.",""
"4088",2012,NA,"Chace Ave. Police Staion Front Office",""
"4089",2012,NA,"Clay Lan.",""
"4090",2012,NA,"Concourse Sky Dome",""
"4091",2012,NA,"Corporation Str.",""
"4092",2012,NA,"Corporation Str.",""
"4093",2012,NA,"Corporation Str.",""
"4094",2012,NA,"Corporation Str.",""
"4095",2012,NA,"Coundon Wedge Dr. Coventry",""
"4096",2012,NA,"Coventry Central Police Station",""
"4097",2012,NA,"Coventry Central Police Station",""
"4098",2012,NA,"Coventry Oak PH",""
"4099",2012,NA,"Cox St Coventry",""
"4100",2012,NA,"Croft Rd.",""
"4101",2012,NA,"Croft Rd.",""
"4102",2012,NA,"Croft Rd. Coventry",""
"4103",2012,NA,"Cross Cheaping",""
"4104",2012,NA,"CVFO",""
"4105",2012,NA,"CVFO",""
"4106",2012,NA,"CVFO",""
"4107",2012,NA,"CVFO",""
"4108",2012,NA,"Denham Ave.",""
"4109",2012,NA,"Earlsdon Str.",""
"4110",2012,NA,"Elliman Gardens",""
"4111",2012,NA,"Ellys Rd. Radford",""
"4112",2012,NA,"Far Gosford Str.",""
"4113",2012,NA,"Far Gosford Str.",""
"4114",2012,NA,"Flying Standard",""
"4115",2012,NA,"Flying Standard Trinity Str. Coventry",""
"4116",2012,NA,"Foleshill Rd",""
"4117",2012,NA,"Foleshill Rd.",""
"4118",2012,NA,"Foleshill Rd.",""
"4119",2012,NA,"Foleshill Rd. Coventry",""
"4120",2012,NA,"Front Office",""
"4121",2012,NA,"Front Office",""
"4122",2012,NA,"Front Office Car Pk. Little Pk. St Coventry",""
"4123",2012,NA,"Front Office Little Pk. St Coventry",""
"4124",2012,NA,"Gosford Str.",""
"4125",2012,NA,"Gosford Str.",""
"4126",2012,NA,"Gosford Str. Coventry",""
"4127",2012,NA,"Grangemouth Rd.",""
"4128",2012,NA,"Hale Str.",""
"4129",2012,NA,"HALE STREET",""
"4130",2012,NA,"Hales Str.",""
"4131",2012,NA,"Hales Str.",""
"4132",2012,NA,"Hampton Rd. Coventry",""
"4133",2012,NA,"Harnall Lan. West Coventry",""
"4134",2012,NA,"Harnell Lan. East",""
"4135",2012,NA,"Harnell Lan. East",""
"4136",2012,NA,"Harper Rd. Coventry",""
"4137",2012,NA,"Harper Rd. Coventry",""
"4138",2012,NA,"Heath Rd.",""
"4139",2012,NA,"Hersal Common",""
"4140",2012,NA,"Hertford Str.",""
"4141",2012,NA,"Hollybush PH",""
"4142",2012,NA,"Hollybush PH",""
"4143",2012,NA,"Holyhead Rd. Coventry",""
"4144",2012,NA,"Homer Rd.",""
"4145",2012,NA,"Jardine Crescent",""
"4146",2012,NA,"Jordan Well",""
"4147",2012,NA,"Jtn Coventry Ring Rd.",""
"4148",2012,NA,"Jubilee Crescent",""
"4149",2012,NA,"Kasbah",""
"4150",2012,NA,"Kasbah Night Club Coventry",""
"4151",2012,NA,"Kenilworth Rd Coventry",""
"4152",2012,NA,"King William Str. Coventry",""
"4153",2012,NA,"Little Pk. St",""
"4154",2012,NA,"Little Pk. St Coventry",""
"4155",2012,NA,"Little Pk. Str.",""
"4156",2012,NA,"Little Pk. Str.",""
"4157",2012,NA,"Little Pk. Str.",""
"4158",2012,NA,"Little Pk. Str.",""
"4159",2012,NA,"Little Pk. Str. City Centre",""
"4160",2012,NA,"Longford",""
"4161",2012,NA,"Longford Rd.",""
"4162",2012,NA,"Lower Ford Str.",""
"4163",2012,NA,"Lower Ford Str.",""
"4164",2012,NA,"Lower Holyhead Rd. Coventry",""
"4165",2012,NA,"Lyndale Rd.",""
"4166",2012,NA,"Ma Front Office",""
"4167",2012,NA,"MAFO",""
"4168",2012,NA,"MAFO",""
"4169",2012,NA,"Market Way Coventry",""
"4170",2012,NA,"Marlcroft",""
"4171",2012,NA,"Masser Rd.",""
"4172",2012,NA,"Masser Rd.",""
"4173",2012,NA,"Masser Rd.",""
"4174",2012,NA,"Masser Rd.",""
"4175",2012,NA,"Masser Rd.",""
"4176",2012,NA,"MB Front Office",""
"4177",2012,NA,"MCFO",""
"4178",2012,NA,"Meadow St",""
"4179",2012,NA,"Middlemarch Rd.",""
"4180",2012,NA,"Middlemarch Rd. Radford Coventry",""
"4181",2012,NA,"Mile Lan.",""
"4182",2012,NA,"Mile Lan.",""
"4183",2012,NA,"Millennium Place",""
"4184",2012,NA,"Moore Str.",""
"4185",2012,NA,"Murray Rd.",""
"4186",2012,NA,"New Union Str.",""
"4187",2012,NA,"New Union Str.",""
"4188",2012,NA,"New Union Str.",""
"4189",2012,NA,"Outside CVFO",""
"4190",2012,NA,"Oxford Str. Coventry",""
"4191",2012,NA,"Penny Pk. Lan.",""
"4192",2012,NA,"Pensilva Close Hillfields",""
"4193",2012,NA,"Pool Meadow Bus Station",""
"4194",2012,NA,"Pool Meadow Bus Station",""
"4195",2012,NA,"Pool Meadow Bus Station",""
"4196",2012,NA,"Pool Meadow Bus Station Coventry",""
"4197",2012,NA,"Pool Meadow Bus Station",""
"4198",2012,NA,"Pool Meadow Police Station Coventry",""
"4199",2012,NA,"Primrose Hill St Coventry",""
"4200",2012,NA,"Primrose Hill Str.",""
"4201",2012,NA,"Primrose Hill Str.",""
"4202",2012,NA,"Primrose Hill Str.",""
"4203",2012,NA,"Priory Hall",""
"4204",2012,NA,"Quarry Wood Grove",""
"4205",2012,NA,"Quinton Rd.",""
"4206",2012,NA,"Raglan Str.",""
"4207",2012,NA,"Ramada Hotel",""
"4208",2012,NA,"Rear Of Clique Hale Str.",""
"4209",2012,NA,"Rear Yard Coventry Central Police Station",""
"4210",2012,NA,"Ricoh Arena",""
"4211",2012,NA,"Ricoh Arena",""
"4212",2012,NA,"Riley Square",""
"4213",2012,NA,"Ringway Queens",""
"4214",2012,NA,"Roseberry Ave. Coventry",""
"4215",2012,NA,"Samuel Vale House St Nicholas Str.",""
"4216",2012,NA,"Samuel Vale House St Nicholas Str.",""
"4217",2012,NA,"Sewall Highway",""
"4218",2012,NA,"Sewell Highway",""
"4219",2012,NA,"Sky Dome",""
"4220",2012,NA,"Sky Dome",""
"4221",2012,NA,"Sky Dome",""
"4222",2012,NA,"Sky Dome",""
"4223",2012,NA,"Sky Dome",""
"4224",2012,NA,"Sky Dome",""
"4225",2012,NA,"Sky Dome Coventry",""
"4226",2012,NA,"Skydome",""
"4227",2012,NA,"Skydome",""
"4228",2012,NA,"Skydome",""
"4229",2012,NA,"Skydome Carpark",""
"4230",2012,NA,"Skydome Carpark",""
"4231",2012,NA,"Skydome Carpark",""
"4232",2012,NA,"Skydome Complex",""
"4233",2012,NA,"Skydome Complex",""
"4234",2012,NA,"Skydome Complex",""
"4235",2012,NA,"Skydome Complex",""
"4236",2012,NA,"Skydome Concourse",""
"4237",2012,NA,"Skydome Concourse",""
"4238",2012,NA,"Skydome Concourse",""
"4239",2012,NA,"Skydome Concourse",""
"4240",2012,NA,"Skydome Concourse",""
"4241",2012,NA,"Skydome Concourse",""
"4242",2012,NA,"Skydome Concourse",""
"4243",2012,NA,"Skydome Concourse Coventry",""
"4244",2012,NA,"Skydome Concourse Coventry",""
"4245",2012,NA,"Skydome Concourse Coventry City Centre",""
"4246",2012,NA,"Skydome Concourse Coventry",""
"4247",2012,NA,"Skydome Concourse",""
"4248",2012,NA,"Skydome Coventry",""
"4249",2012,NA,"Somerset Rd.",""
"4250",2012,NA,"Spon St Coventry",""
"4251",2012,NA,"Spon Str.",""
"4252",2012,NA,"Spon Str.",""
"4253",2012,NA,"Spon Str.",""
"4254",2012,NA,"Spon Str.",""
"4255",2012,NA,"Spon Str.",""
"4256",2012,NA,"Spon Str. Coventry",""
"4257",2012,NA,"Spon Str. Coventry",""
"4258",2012,NA,"Spon Str. Coventry",""
"4259",2012,NA,"Spon Str. Coventry",""
"4260",2012,NA,"St Patricks Rd.",""
"4261",2012,NA,"St Thomas Rd. Longford Coventry",""
"4262",2012,NA,"Station Square Coventry",""
"4263",2012,NA,"Station Square Coventry",""
"4264",2012,NA,"Station Square Coventry",""
"4265",2012,NA,"Stoney Stanton Rd",""
"4266",2012,NA,"Stoney Stanton Rd.",""
"4267",2012,NA,"Stoney Stanton Rd.",""
"4268",2012,NA,"Stoney Stanton Rd.",""
"4269",2012,NA,"Stoney Stanton Rd.",""
"4270",2012,NA,"Stoney Stanton Rd.",""
"4271",2012,NA,"Tamworth Rd.",""
"4272",2012,NA,"Tanyard Close Tanyard Farm Coventry",""
"4273",2012,NA,"Tarquin Close",""
"4274",2012,NA,"Taxi Rank Train Station Coventry",""
"4275",2012,NA,"The Burges",""
"4276",2012,NA,"The Burgess",""
"4277",2012,NA,"The Burgess",""
"4278",2012,NA,"The Butts",""
"4279",2012,NA,"The Castle Pub Little Pk. St Coventry",""
"4280",2012,NA,"The Chesils",""
"4281",2012,NA,"The Flying Standard Public House",""
"4282",2012,NA,"The Grapes Ph O S",""
"4283",2012,NA,"Trafalgar House",""
"4284",2012,NA,"Trinity St",""
"4285",2012,NA,"Trinity Str.",""
"4286",2012,NA,"Trinity Str.",""
"4287",2012,NA,"Trinity Str.",""
"4288",2012,NA,"UHCW",""
"4289",2012,NA,"University Hosp.",""
"4290",2012,NA,"University Hosp. Coventry",""
"4291",2012,NA,"Unniversity Hosp. Coventry",""
"4292",2012,NA,"Upper Spon Str.",""
"4293",2012,NA,"Victoria Str.",""
"4294",2012,NA,"Wallace Rd",""
"4295",2012,NA,"Walsgrave Hosp.",""
"4296",2012,NA,"Walsgrave Rd",""
"4297",2012,NA,"Walsgrave Rd.",""
"4298",2012,NA,"Warwick Rd",""
"4299",2012,NA,"Warwick Row Coventry",""
"4300",2012,NA,"West Ave.",""
"4301",2012,NA,"WILLENHALL LaNE",""
"4302",2012,NA,"WILLENHALL LaNE",""
"4303",2012,NA,"Windsor St",""
"4304",2012,NA,"Windsor St",""
"4305",2012,NA,"Winsor Str.",""
"4306",2012,NA,"Woodway Lan. Coventry",""
"4307",2012,NA,"Wyken Croft",""
"4308",2012,NA,"Yardley Str.",""
"4309",2012,"Dudley","Hagley Rd. Halesowen",""
"4310",2012,NA,"Bachelor Close",""
"4311",2012,NA,"Bearwood Rd. Bearwood",""
"4312",2012,NA,"Bell St Stourbridge",""
"4313",2012,NA,"Bhan Rd.",""
"4314",2012,NA,"BHPS Front Office",""
"4315",2012,NA,"Birmingham New Rd.",""
"4316",2012,NA,"Birmingham Str. Stourbridge",""
"4317",2012,NA,"Birmingham Str. Stourbridge",""
"4318",2012,NA,"Bridfgnorth Rd. Stourbridge",""
"4319",2012,NA,"Brierley Hill High Str.",""
"4320",2012,NA,"Bus Station Dudley",""
"4321",2012,NA,"Bus Station Merry Hill Centre",""
"4322",2012,NA,"Castle Hill Dudley",""
"4323",2012,NA,"Castle Hill Dudley",""
"4324",2012,NA,"Charles Ave",""
"4325",2012,NA,"Church St B Hill",""
"4326",2012,NA,"Church St Stourbridge",""
"4327",2012,NA,"Cinder Bank Dudley",""
"4328",2012,NA,"Clifton PH Sedgley",""
"4329",2012,NA,"Clydesdale Tower",""
"4330",2012,NA,"Cobden Str.",""
"4331",2012,NA,"Corbett Crescent Stourbridge",""
"4332",2012,NA,"Coventry Str.",""
"4333",2012,NA,"Delph Rd B Hill",""
"4334",2012,NA,"Dingle Rd. Dudley",""
"4335",2012,NA,"Dudley Bus Station",""
"4336",2012,NA,"Dudley High Str.",""
"4337",2012,NA,"Dudley Police Station",""
"4338",2012,NA,"Envill Str. Stourbridge",""
"4339",2012,NA,"Enville Str. Stourbridge",""
"4340",2012,NA,"Front Office Brierley Hill Police Station",""
"4341",2012,NA,"Gaimage Str.",""
"4342",2012,NA,"Hagley Rd.",""
"4343",2012,NA,"Hagley Rd. Stourbridge",""
"4344",2012,NA,"Halesowen Bus Station",""
"4345",2012,NA,"Halesowen Bus Station",""
"4346",2012,NA,"Halesowen Police Station",""
"4347",2012,NA,"Hall Str. Dudley",""
"4348",2012,NA,"Harvester Hagley Rd.",""
"4349",2012,NA,"High Str. Brierley Hill",""
"4350",2012,NA,"High St Bhill",""
"4351",2012,NA,"High St Dudley",""
"4352",2012,NA,"High St Stourbridge",""
"4353",2012,NA,"High St Stourbridge",""
"4354",2012,NA,"High St B Hill",""
"4355",2012,NA,"High St Lye",""
"4356",2012,NA,"High St Stourbridge",""
"4357",2012,NA,"High St Stourbridge",""
"4358",2012,NA,"High St Stourbridge",""
"4359",2012,NA,"High St Stourbridge",""
"4360",2012,NA,"High St Stourbridge",""
"4361",2012,NA,"High St Stourbridge",""
"4362",2012,NA,"High St Stourbridge",""
"4363",2012,NA,"High St Stourbridge",""
"4364",2012,NA,"High Str.",""
"4365",2012,NA,"High Str.",""
"4366",2012,NA,"High Str.",""
"4367",2012,NA,"High Str.",""
"4368",2012,NA,"High Str.",""
"4369",2012,NA,"HIgh Str. Stourbridge",""
"4370",2012,NA,"High Str. Stourbridge",""
"4371",2012,NA,"High Str. Stourbridge",""
"4372",2012,NA,"High Str. Brierley Hill",""
"4373",2012,NA,"High Str. Brierley Hill",""
"4374",2012,NA,"High Str. Brierley Hill",""
"4375",2012,NA,"High Str. Stourbridge",""
"4376",2012,NA,"High Str. Stourbridge",""
"4377",2012,NA,"High Str. Stourbridge",""
"4378",2012,NA,"High Str. Stourbridge",""
"4379",2012,NA,"High Str. Stourbridge",""
"4380",2012,NA,"High Str. Dudley",""
"4381",2012,NA,"High Str. Lye",""
"4382",2012,NA,"High Str. Lye",""
"4383",2012,NA,"High Str. Stourbridge",""
"4384",2012,NA,"High Str. Stourbridge",""
"4385",2012,NA,"High Str. Stourbridge",""
"4386",2012,NA,"High Str. Stourbridge",""
"4387",2012,NA,"Highland Rd. Dudley",""
"4388",2012,NA,"Hill Str. Brierley Hill",""
"4389",2012,NA,"Hillside Rd",""
"4390",2012,NA,"Home Address",""
"4391",2012,NA,"Level Str. Brierley Hill",""
"4392",2012,NA,"Lye High Str.",""
"4393",2012,NA,"Malvern Crescent",""
"4394",2012,NA,"Market St Kford",""
"4395",2012,NA,"Merry Hill",""
"4396",2012,NA,"New St",""
"4397",2012,NA,"New St Dudley",""
"4398",2012,NA,"New St Dudley",""
"4399",2012,NA,"New Str. Dudley",""
"4400",2012,NA,"North Str. Dudley",""
"4401",2012,NA,"Norton Rd.",""
"4402",2012,NA,"Oakfield Rd. Wollescote",""
"4403",2012,NA,"OS BHPS",""
"4404",2012,NA,"Overend Rd",""
"4405",2012,NA,"Pk. Rd. Netherton",""
"4406",2012,NA,"Pedmore Rd. Lye",""
"4407",2012,NA,"Quarry Bank High Str.",""
"4408",2012,NA,"Queens Way Halesowen",""
"4409",2012,NA,"Springfield Rd Blackheath",""
"4410",2012,NA,"St Michaels Str. West Bromwich",""
"4411",2012,NA,"Stourbridge High ST",""
"4412",2012,NA,"Stourbridge High Str.",""
"4413",2012,NA,"Stourbridge High Str.",""
"4414",2012,NA,"Stourbridge High Str.",""
"4415",2012,NA,"Stourbridge High Str.",""
"4416",2012,NA,"Stourbridge High Str.",""
"4417",2012,NA,"Stourbridge Town Centre",""
"4418",2012,NA,"Sunderland Dr. Amblecote",""
"4419",2012,NA,"Sunderland Dr. Amblecote",""
"4420",2012,NA,"Sunderland Dr. Amblecote",""
"4421",2012,NA,"Sunderland Dr. Amblecote",""
"4422",2012,NA,"The Forge Cradley Heath",""
"4423",2012,NA,"Tower St Dudley",""
"4424",2012,NA,"Tower Str. Dudley",""
"4425",2012,NA,"Trident Centre Dudley",""
"4426",2012,NA,"Wolverhampton Str. Dudley",""
"4427",2012,NA,"Worcester St Stourbridge",""
"4428",2012,NA,"Worcester St Stourbridge",""
"4429",2012,NA,"Worcester St Stourbridge",""
"4430",2012,NA,"Worcester St Stourbridge",""
"4431",2012,NA,"Worcester St Stourbridge",""
"4432",2012,"Solihull","Anchor Lan.",""
"4433",2012,NA,"Apres Solihull Town Centre",""
"4434",2012,NA,"Aspen Dr CWTC",""
"4435",2012,NA,"Bham International",""
"4436",2012,NA,"Bham International",""
"4437",2012,NA,"BHX",""
"4438",2012,NA,"BHX",""
"4439",2012,NA,"Bhx",""
"4440",2012,NA,"BHX Terminal",""
"4441",2012,NA,"Birch Croft",""
"4442",2012,NA,"Birmingham Airport",""
"4443",2012,NA,"Birmingham International Airport",""
"4444",2012,NA,"Blossomfield Rd. Solihull",""
"4445",2012,NA,"Boldmere Gate",""
"4446",2012,NA,"Bosworth Dr.",""
"4447",2012,NA,"Bp Warwick Rd Olton",""
"4448",2012,NA,"Bradford Rd. Castle Brom",""
"4449",2012,NA,"Burges",""
"4450",2012,NA,"Burges",""
"4451",2012,NA,"Campden Gr.",""
"4452",2012,NA,"Chapelhouse Rd",""
"4453",2012,NA,"Chester Rd",""
"4454",2012,NA,"Chester Rd",""
"4455",2012,NA,"Chester Rd",""
"4456",2012,NA,"Chester Rd. Castlebromwich",""
"4457",2012,NA,"Chester Rd. Kingshurst",""
"4458",2012,NA,"Churchill Rd. Solihull",""
"4459",2012,NA,"Clopton Crescent",""
"4460",2012,NA,"Clopton Crescent",""
"4461",2012,NA,"Cooks Lan. Chelmsley Wood",""
"4462",2012,NA,"Drury Lan.",""
"4463",2012,NA,"Drury Lan. Solihull",""
"4464",2012,NA,"Farthings PH Gr. Lan.",""
"4465",2012,NA,"Forth Dr. Chelmsley Wood",""
"4466",2012,NA,"Glebe Rd. Solihull",""
"4467",2012,NA,"Gr. Lan. Shirley",""
"4468",2012,NA,"Greville Pub Solihull Birmingham",""
"4469",2012,NA,"Harvester Pub Solihull",""
"4470",2012,NA,"Heaton Rd Solihull",""
"4471",2012,NA,"Helmsford Dr.",""
"4472",2012,NA,"Helmswood Dr.",""
"4473",2012,NA,"High St Knowle",""
"4474",2012,NA,"High St Solihull",""
"4475",2012,NA,"High St Solihull",""
"4476",2012,NA,"High St Solihull",""
"4477",2012,NA,"High St Solihull",""
"4478",2012,NA,"High St Solihull",""
"4479",2012,NA,"High St Solihull",""
"4480",2012,NA,"High St Solihull",""
"4481",2012,NA,"High Str.",""
"4482",2012,NA,"High Str.",""
"4483",2012,NA,"High Str.",""
"4484",2012,NA,"High Str.",""
"4485",2012,NA,"High Str.",""
"4486",2012,NA,"High Str. OS Hogs Head",""
"4487",2012,NA,"High Str. Solihull",""
"4488",2012,NA,"High Str. Solihull",""
"4489",2012,NA,"High Str. Solihull",""
"4490",2012,NA,"High Str. Solihull",""
"4491",2012,NA,"High Str. Solihull",""
"4492",2012,NA,"Homer Rd.",""
"4493",2012,NA,"Homer Rd.",""
"4494",2012,NA,"Homer Rd. Solihull",""
"4495",2012,NA,"Hurst Lan. North J W Gr. Lan.",""
"4496",2012,NA,"Kilcote Rd. Shirley",""
"4497",2012,NA,"Knowle Pk.",""
"4498",2012,NA,"Lode Lan. Solihull Birmingham",""
"4499",2012,NA,"London Rd.",""
"4500",2012,NA,"M",""
"4501",2012,NA,"Mc Donalds High St Solihull",""
"4502",2012,NA,"Mell Square",""
"4503",2012,NA,"Mortons Dickens Heath Solihull",""
"4504",2012,NA,"NEC",""
"4505",2012,NA,"O S Bangor House Forth Dr. Chelmsley Wood",""
"4506",2012,NA,"O S Hoggs Head PH Poplar Rd. Solihull",""
"4507",2012,NA,"O S Hoggs Head Poplar Way Solihull",""
"4508",2012,NA,"O S Kings High St Solihull",""
"4509",2012,NA,"O S Kings Solihull",""
"4510",2012,NA,"O S LANGLEY HALL SOCIAL CLUB LANGLEY HALL RD OLTON",""
"4511",2012,NA,"O S TOuchwood Centre Poplar Rd. Solihull",""
"4512",2012,NA,"Olton Railway Station",""
"4513",2012,NA,"Olton Tavern",""
"4514",2012,NA,"OS Assembly Rooms Poplar Rd. Solihull",""
"4515",2012,NA,"OS Masons PH High Str. Solihull",""
"4516",2012,NA,"OS Solihull Hosp.",""
"4517",2012,NA,"OS Solihull Hosp.",""
"4518",2012,NA,"OS Solihull Hosp.",""
"4519",2012,NA,"Outside The Waterside Bar",""
"4520",2012,NA,"Pine Square Chelsmley Wood",""
"4521",2012,NA,"Plume Of Feathers Public House Stratford Rd. Shirley",""
"4522",2012,NA,"Poplar Ave. Solihull",""
"4523",2012,NA,"Poplar Rd",""
"4524",2012,NA,"Poplar Rd Solihull",""
"4525",2012,NA,"Poplar Rd Solihull Town Cebtre",""
"4526",2012,NA,"Poplar Rd Solihull Town Centre",""
"4527",2012,NA,"Poplar Rd Town Centre Solihull",""
"4528",2012,NA,"Poplar Rd Solihull",""
"4529",2012,NA,"Poplar Rd.",""
"4530",2012,NA,"Poplar Rd.",""
"4531",2012,NA,"Poplar Rd.",""
"4532",2012,NA,"Poplar Rd.",""
"4533",2012,NA,"Poplar Rd.",""
"4534",2012,NA,"Poplar Rd.",""
"4535",2012,NA,"Poplar Rd. Solihull",""
"4536",2012,NA,"Poplar Rd. Solihull",""
"4537",2012,NA,"Poplar Rd. Solihull",""
"4538",2012,NA,"Poplar Rd. Solihull",""
"4539",2012,NA,"Poplar Rd. Solihull",""
"4540",2012,NA,"Poplar Rd. Solihull",""
"4541",2012,NA,"Poplar Rd. Solihull",""
"4542",2012,NA,"Poplar Way",""
"4543",2012,NA,"Ppoplar Rd.",""
"4544",2012,NA,"Premier Inn Stratford Rd.",""
"4545",2012,NA,"Radlow Crescent Marston Gr.",""
"4546",2012,NA,"Ramada Hotel",""
"4547",2012,NA,"Rover Dr.",""
"4548",2012,NA,"Rover Dr.",""
"4549",2012,NA,"Saddlers Arms",""
"4550",2012,NA,"Shirral Grove",""
"4551",2012,NA,"Solihull High Str.",""
"4552",2012,NA,"Solihull High Str.",""
"4553",2012,NA,"Solihull Town Centre",""
"4554",2012,NA,"Solihull Town Centre",""
"4555",2012,NA,"Solihull Town Centre",""
"4556",2012,NA,"Solihull Town Centre",""
"4557",2012,NA,"Station Rd Solihull",""
"4558",2012,NA,"Station Rd.",""
"4559",2012,NA,"Station Rd.",""
"4560",2012,NA,"Station Rd. Solihull",""
"4561",2012,NA,"Station Rd. Solihull",""
"4562",2012,NA,"Stratford Rd.",""
"4563",2012,NA,"Stratford Rd. Shirley",""
"4564",2012,NA,"The Bear At Berkswell",""
"4565",2012,NA,"The Cresent Solihull",""
"4566",2012,NA,"The Radleys",""
"4567",2012,NA,"Three Horseshoes Sheldon",""
"4568",2012,NA,"Touchwood Centre",""
"4569",2012,NA,"Warwick Rd.",""
"4570",2012,NA,"Warwick Rd. Olton",""
"4571",2012,NA,"Warwick Rd. Solihull",""
"4572",2012,NA,"Widney Lan. Blossomfield Tennis Club",""
"4573",2012,"Sandwell","Abraham Darby Public House",""
"4574",2012,NA,"All Saints Way West Bromwich",""
"4575",2012,NA,"Arcadian Birmingham",""
"4576",2012,NA,"Arcadian Birmingham",""
"4577",2012,NA,"Asda Great Bridge",""
"4578",2012,NA,"Bearwood High Str.",""
"4579",2012,NA,"Bearwood High Str.",""
"4580",2012,NA,"Bearwood High Str.",""
"4581",2012,NA,"Bearwood Rd",""
"4582",2012,NA,"Bearwood Rd.",""
"4583",2012,NA,"Bearwood Rd.",""
"4584",2012,NA,"Bet Fred Duchess Pk. West Bromwich",""
"4585",2012,NA,"BetFred West Bromwich",""
"4586",2012,NA,"Bham Str. Stourbridge",""
"4587",2012,NA,"Birch Rd. Oldbury",""
"4588",2012,NA,"Blackheath Housing Office",""
"4589",2012,NA,"Bourne Ave. Tipton",""
"4590",2012,NA,"Bridge St",""
"4591",2012,NA,"Bridgnorth Rd",""
"4592",2012,NA,"Brook ST",""
"4593",2012,NA,"Burntree",""
"4594",2012,NA,"Cape Hill",""
"4595",2012,NA,"Carters Gr. West Bromwich",""
"4596",2012,NA,"Carters Gr. West Bromwich",""
"4597",2012,NA,"Carters Gr. West Bromwich",""
"4598",2012,NA,"Causeway Rowley",""
"4599",2012,NA,"Chapel Str. Oldbury",""
"4600",2012,NA,"Chip Shop Great Bridge Tipton",""
"4601",2012,NA,"Church Str. Old Hill",""
"4602",2012,NA,"Church Str. Oldbury",""
"4603",2012,NA,"Church Str. Oldbury",""
"4604",2012,NA,"Clairmint Rd. Smethwick",""
"4605",2012,NA,"Claremont Rd. Smethwick",""
"4606",2012,NA,"Clifford Rd.",""
