"","Year","Area","Street","Street.2"
"1284",2011,NA,"Sence In The Arcadian",""
"1285",2011,NA,"Sense Nightclub Arcadia Birmingham",""
"1286",2011,NA,"Shadwell Str.",""
"1287",2011,NA,"Shakespeare Bar New Str. Station",""
"1288",2011,NA,"Shakespeare PH New St Station",""
"1289",2011,NA,"Sheepcote Str. Birmingham",""
"1290",2011,NA,"Sioho Rd. Handsworth",""
"1291",2011,NA,"Slade Rd. Erdington",""
"1292",2011,NA,"Small Brook Queensway",""
"1293",2011,NA,"Smallbrook Queensway",""
"1294",2011,NA,"Smallbrook Queensway",""
"1295",2011,NA,"Smallbrook Queensway",""
"1296",2011,NA,"Smallbrook Queensway City Centre Birmingham",""
"1297",2011,NA,"Smallbrook Queensway City Centre",""
"1298",2011,NA,"Smethwick End",""
"1299",2011,NA,"Soho Hill",""
"1300",2011,NA,"Soho Hill Handsworth Birmingham",""
"1301",2011,NA,"Soho Rd.",""
"1302",2011,NA,"Soho Rd.",""
"1303",2011,NA,"Soho Rd.",""
"1304",2011,NA,"Soho Rd.",""
"1305",2011,NA,"Sommerfield Pk. Winson Gr.",""
"1306",2011,NA,"Square Peg PH",""
"1307",2011,NA,"Square Peg Corporation Str.",""
"1308",2011,NA,"Star City Aston",""
"1309",2011,NA,"Star City Birmingham",""
"1310",2011,NA,"Star City Nechells",""
"1311",2011,NA,"Station Rd. City Centre",""
"1312",2011,NA,"Steelhouse Lan.",""
"1313",2011,NA,"Steelhouse Lan.",""
"1314",2011,NA,"Steelhouse Lan.",""
"1315",2011,NA,"Steelhouse Lan.",""
"1316",2011,NA,"Steelhouse Lan.",""
"1317",2011,NA,"Steelhouse Lan.",""
"1318",2011,NA,"Steelhouse Lan.",""
"1319",2011,NA,"Steelhouse Lan.",""
"1320",2011,NA,"Steelhouse Lan. Police Station",""
"1321",2011,NA,"Steelhouse Lan. Birmingham",""
"1322",2011,NA,"Steelhouse Lan. City Centre Birmingham",""
"1323",2011,NA,"Stephenson St",""
"1324",2011,NA,"Stephenson Str.",""
"1325",2011,NA,"Stephenson Str. Birmingham City",""
"1326",2011,NA,"Stephenson Str. City Centre",""
"1327",2011,NA,"Stephensons Str.",""
"1328",2011,NA,"Suffolk St Queensway",""
"1329",2011,NA,"Sugar Suite Broad Str.",""
"1330",2011,NA,"Summer Lan.",""
"1331",2011,NA,"Summer Row",""
"1332",2011,NA,"Temple Row",""
"1333",2011,NA,"Temple Row",""
"1334",2011,NA,"Tennant St",""
"1335",2011,NA,"Terrace Rd. Handsworth",""
"1336",2011,NA,"Tesco Aston Lan.",""
"1337",2011,NA,"Tesco SpringHill",""
"1338",2011,NA,"The Parade Sutton Coldfield",""
"1339",2011,NA,"The Parade Sutton Coldfield",""
"1340",2011,NA,"The Ramp Corporation St Birmingham",""
"1341",2011,NA,"The Ramp",""
"1342",2011,NA,"Thornhill Rd. Birmingham",""
"1343",2011,NA,"Thornhill Rd. Handsworth",""
"1344",2011,NA,"Thorpe St At Hurst St",""
"1345",2011,NA,"Thorpe Str.",""
"1346",2011,NA,"Trocadero Public House O S",""
"1347",2011,NA,"Turners Pallets Hayhole Rd.",""
"1348",2011,NA,"Upper Dean Str.",""
"1349",2011,NA,"Upper Dean Str. Birmingham",""
"1350",2011,NA,"Upper Dean Str. Birmingham City Centre",""
"1351",2011,NA,"Upper Dean Str. City Centre",""
"1352",2011,NA,"Upper Parade Sutton Coldfield",""
"1353",2011,NA,"Upper Parade Sutton Coldfield",""
"1354",2011,NA,"Victoria Square Bham",""
"1355",2011,NA,"Victoria Square City Centre",""
"1356",2011,NA,"Waiverley Pk. Handsworth",""
"1357",2011,NA,"Walkabout Bar Broad St",""
"1358",2011,NA,"Walkabout PH Broad St Birmingham",""
"1359",2011,NA,"Walkabout PH Broad Str. Birmingham",""
"1360",2011,NA,"Walkabout Broad Str.",""
"1361",2011,NA,"Walsall Rd. Great Barr",""
"1362",2011,NA,"Walsall Rd. Perry Barr",""
"1363",2011,NA,"Warf Rd. Kings Norton",""
"1364",2011,NA,"Warwards Lan.",""
"1365",2011,NA,"Washington Dr. Handsworth Wood",""
"1366",2011,NA,"Washington Str.",""
"1367",2011,NA,"Waterloo Rd. Smethwick",""
"1368",2011,NA,"Waverhill Pk. Handsworth",""
"1369",2011,NA,"Waverhill Rd. Handsworth",""
"1370",2011,NA,"Way Entrance Villa Ground",""
"1371",2011,NA,"Wellington Rd.",""
"1372",2011,NA,"Witton Arms",""
"1373",2011,NA,"Witton Rd.",""
"1374",2011,NA,"Witton Rd.",""
"1375",2011,NA,"Witton Rd. Aston",""
"1376",2011,NA,"Wrottesley Str.",""
"1377",2011,"Coventry","Primrose Hill Coventry",""
"1378",2011,NA,"Albany Rd.",""
"1379",2011,NA,"Aldbourne Rd.",""
"1380",2011,NA,"Aldermans Gr. Rd.",""
"1381",2011,NA,"Allesley Old Rd.",""
"1382",2011,NA,"Almond Tree Ave.",""
"1383",2011,NA,"Arbury Ave Coventry",""
"1384",2011,NA,"Arena Carpark A",""
"1385",2011,NA,"Argyle St Coventry",""
"1386",2011,NA,"Armstrong Ave. Stoke",""
"1387",2011,NA,"Ashorne Close",""
"1388",2011,NA,"Attoxhall Rd",""
"1389",2011,NA,"Averley Rd. Daimler Gr.",""
"1390",2011,NA,"Awson Str.",""
"1391",2011,NA,"Bandals Surgery Foleshill Rd.",""
"1392",2011,NA,"Bell Gr. Rd Junction A",""
"1393",2011,NA,"Bell Gr. Rd. Coventry",""
"1394",2011,NA,"Bell Gr. Rd. Coventry",""
"1395",2011,NA,"Binley Rd.",""
"1396",2011,NA,"Binley Rd.",""
"1397",2011,NA,"Binley Rd.",""
"1398",2011,NA,"Binley Rd.",""
"1399",2011,NA,"Bishop Str.",""
"1400",2011,NA,"Blackhorse Lan.",""
"1401",2011,NA,"Blythe Rd.",""
"1402",2011,NA,"BP Garage Ansty Rd.",""
"1403",2011,NA,"Bramble St Coventry",""
"1404",2011,NA,"Braod Pk. Rd. Coventry",""
"1405",2011,NA,"Bredon Ave Coventry",""
"1406",2011,NA,"Broadgate",""
"1407",2011,NA,"Bull Yard",""
"1408",2011,NA,"Bushberry Ave.",""
"1409",2011,NA,"Butts Rd. Coventry",""
"1410",2011,NA,"Cashs Lan.",""
"1411",2011,NA,"Cauldon Rd.",""
"1412",2011,NA,"Charter Ave",""
"1413",2011,NA,"Charter Ave Coventry",""
"1414",2011,NA,"Chester Str.",""
"1415",2011,NA,"Chesterton Rd.",""
"1416",2011,NA,"Cheveral Ave Coventry",""
"1417",2011,NA,"Cliffbridge Rd.",""
"1418",2011,NA,"Clifton St Coventry",""
"1419",2011,NA,"Coc Str.",""
"1420",2011,NA,"Communal Landing At George Poole House Coventry",""
"1421",2011,NA,"Compton Rd.",""
"1422",2011,NA,"Concourse Near Mortimers",""
"1423",2011,NA,"Cook St",""
"1424",2011,NA,"Corporation St",""
"1425",2011,NA,"Corporation St Coventry",""
"1426",2011,NA,"Corporation Str.",""
"1427",2011,NA,"Coundon Rd.",""
"1428",2011,NA,"Coventry",""
"1429",2011,NA,"Coventry Central Cells",""
"1430",2011,NA,"Coventry Central Front Office",""
"1431",2011,NA,"Coventry Central Pol Stn",""
"1432",2011,NA,"Coventry Central Police Station",""
"1433",2011,NA,"Coventry Central Police Station",""
"1434",2011,NA,"Coventry Central PS",""
"1435",2011,NA,"Coventry Central PS",""
"1436",2011,NA,"Coventry Railwat Station",""
"1437",2011,NA,"Coventry Railway Station",""
"1438",2011,NA,"Coventry Train Station",""
"1439",2011,NA,"Cox Str.",""
"1440",2011,NA,"Cross Rd.",""
"1441",2011,NA,"Devonshire Arms",""
"1442",2011,NA,"Duckham Court",""
"1443",2011,NA,"Earlsdon High Str.",""
"1444",2011,NA,"Elms Pub Birmingham Rd.",""
"1445",2011,NA,"Fairfax Str.",""
"1446",2011,NA,"Far Gosford Str.",""
"1447",2011,NA,"Far Gosford Str.",""
"1448",2011,NA,"Farndale Ave",""
"1449",2011,NA,"Farndale Ave",""
"1450",2011,NA,"Foleshill Rd",""
"1451",2011,NA,"Foleshill Rd.",""
"1452",2011,NA,"Foleshill Rd.",""
"1453",2011,NA,"Foleshill Rd.",""
"1454",2011,NA,"Foleshill Rd. Coventry",""
"1455",2011,NA,"Four Pounds Ave Coventry",""
"1456",2011,NA,"FRiars Rd.",""
"1457",2011,NA,"Front Of Coventry Central Police Station",""
"1458",2011,NA,"Front Office",""
"1459",2011,NA,"Front Office",""
"1460",2011,NA,"Gala Bingo Pool Meadow",""
"1461",2011,NA,"Gosford Str.",""
"1462",2011,NA,"Gosford Str.",""
"1463",2011,NA,"Gosford Str.",""
"1464",2011,NA,"Greyfriars St Coventry",""
"1465",2011,NA,"Gulson Rd. Coventry",""
"1466",2011,NA,"Gulson Rd. Coventry",""
"1467",2011,NA,"Hale St",""
"1468",2011,NA,"Hales Str. Coventry",""
"1469",2011,NA,"Hartfrod Str.",""
"1470",2011,NA,"Hayle Str.",""
"1471",2011,NA,"Hayles Str.",""
"1472",2011,NA,"Hedgefield Way",""
"1473",2011,NA,"Herald Way Coventry",""
"1474",2011,NA,"High St Coventry",""
"1475",2011,NA,"High Str.",""
"1476",2011,NA,"High Str.",""
"1477",2011,NA,"Hill Str.",""
"1478",2011,NA,"Hipswell Highway",""
"1479",2011,NA,"Holmesdale Rd.",""
"1480",2011,NA,"Hurst Rd.",""
"1481",2011,NA,"Ibis Hotel",""
"1482",2011,NA,"Ikea Car Pk.",""
"1483",2011,NA,"Ikea Plaza",""
"1484",2011,NA,"Iron Monger Row",""
"1485",2011,NA,"Jardine Crescent",""
"1486",2011,NA,"Jardine Crescent",""
"1487",2011,NA,"Jasrdine Crescent",""
"1488",2011,NA,"JD Wetherspoon Earlsdon",""
"1489",2011,NA,"Jordan Well",""
"1490",2011,NA,"Jordan Well Coventry",""
"1491",2011,NA,"Jubilee Cresent",""
"1492",2011,NA,"Kirby Rd.",""
"1493",2011,NA,"Lady Lan.",""
"1494",2011,NA,"Lambeth Close",""
"1495",2011,NA,"Leader Close",""
"1496",2011,NA,"Lidice Place",""
"1497",2011,NA,"Lincoln Str. Coventry",""
"1498",2011,NA,"Littl Pk. Str.",""
"1499",2011,NA,"Little Pk. St Coventry",""
"1500",2011,NA,"Little Pk. St Coventry",""
"1501",2011,NA,"Little Pk. St Coventry",""
"1502",2011,NA,"Little Pk. Str.",""
"1503",2011,NA,"Little Pk. Str.",""
"1504",2011,NA,"Little Pk. Str.",""
"1505",2011,NA,"Little Pk. Str.",""
"1506",2011,NA,"Little Pk. Str.",""
"1507",2011,NA,"Little Pk. Str.",""
"1508",2011,NA,"Little Pk. Str.",""
"1509",2011,NA,"Little Pk. Str.",""
"1510",2011,NA,"Little Pk. Str.",""
"1511",2011,NA,"London Rd.",""
"1512",2011,NA,"London Rd.",""
"1513",2011,NA,"Longford Rd.",""
"1514",2011,NA,"Lower Ford St",""
"1515",2011,NA,"Lower Ford Str.",""
"1516",2011,NA,"Lower Holyhead D Jtn With Spon St",""
"1517",2011,NA,"Lower Holyhead Rd Coventry",""
"1518",2011,NA,"Lower Holyhead Rd. Coventry",""
"1519",2011,NA,"Lower Precinct Coventry",""
"1520",2011,NA,"MAFO",""
"1521",2011,NA,"Manor House Dr.",""
"1522",2011,NA,"Market Way",""
"1523",2011,NA,"Mary Slessor St",""
"1524",2011,NA,"Masser Rd.",""
"1525",2011,NA,"McDonalds Restaurant A Coventry",""
"1526",2011,NA,"Memorial Pk. Coventry",""
"1527",2011,NA,"Middle Ride",""
"1528",2011,NA,"Mile Lan.",""
"1529",2011,NA,"Mile Lan.",""
"1530",2011,NA,"Millenium Place",""
"1531",2011,NA,"Millenium Place",""
"1532",2011,NA,"Mint Casino King William Str.",""
"1533",2011,NA,"Miranda Close",""
"1534",2011,NA,"Morris Rd.",""
"1535",2011,NA,"Motor Museum",""
"1536",2011,NA,"New Union St",""
"1537",2011,NA,"Norman Place Rd.",""
"1538",2011,NA,"Northy Rd.",""
"1539",2011,NA,"O S CCFO",""
"1540",2011,NA,"O S Coventry Central Police Station",""
"1541",2011,NA,"O S Gosford Arms",""
"1542",2011,NA,"Oak Gosford Str.",""
"1543",2011,NA,"Outside Coventry Central PS",""
"1544",2011,NA,"Outside Foleshill PS",""
"1545",2011,NA,"Outside Front Of Coventry Central Police Station",""
"1546",2011,NA,"Outside Heat Bar",""
"1547",2011,NA,"Outside Kasbars",""
"1548",2011,NA,"Outside Of The Jewson Stand Richo Arena Coventry",""
"1549",2011,NA,"Owenford Rd.",""
"1550",2011,NA,"Palm Tree Ave Wood End",""
"1551",2011,NA,"Palmer Lan. Coventry",""
"1552",2011,NA,"Palmer Lan. Coventry",""
"1553",2011,NA,"Palmer Lan. Coventry",""
"1554",2011,NA,"Penruddick Dr. Coventry",""
"1555",2011,NA,"Plymouth Close",""
"1556",2011,NA,"Pool Meadow",""
"1557",2011,NA,"Pool Meadow Bus Station",""
"1558",2011,NA,"Pool Meadow Bus Stn",""
"1559",2011,NA,"Poolmeadow",""
"1560",2011,NA,"Poolmeadow Bus Station",""
"1561",2011,NA,"Poolmeadow Bus Station",""
"1562",2011,NA,"Poppy Court Remembrance Rd. Willenhall Coventry",""
"1563",2011,NA,"Primrose Hill St",""
"1564",2011,NA,"Primrose Hill Str.",""
"1565",2011,NA,"Primrose Hill Str.",""
"1566",2011,NA,"Primrose Hill Str. Coventry",""
"1567",2011,NA,"Princethorpe Way",""
"1568",2011,NA,"Priory Fields Coventry",""
"1569",2011,NA,"Priory Gardens",""
"1570",2011,NA,"Priory Str.",""
"1571",2011,NA,"Puma Way",""
"1572",2011,NA,"Queen Mary S Rd. Foleshill Coventry",""
"1573",2011,NA,"Queen Marys Rd. Coventry",""
"1574",2011,NA,"Queen Victoria Rd.",""
"1575",2011,NA,"Radford Rd.",""
"1576",2011,NA,"Radford Rd.",""
"1577",2011,NA,"Raglan Str.",""
"1578",2011,NA,"Red Lan.",""
"1579",2011,NA,"Remembrance Rd.",""
"1580",2011,NA,"Richo Areana",""
"1581",2011,NA,"Richo Areana",""
"1582",2011,NA,"Richo Arena Coventry",""
"1583",2011,NA,"Ricoh Arena",""
"1584",2011,NA,"Ricoh Arena",""
"1585",2011,NA,"Ricoh Arena",""
"1586",2011,NA,"Ridgethorpe Willenhall Coventry",""
"1587",2011,NA,"Rileys Square Bell Gr.",""
"1588",2011,NA,"Ring Rd",""
"1589",2011,NA,"Riverwalk Walk Wood End",""
"1590",2011,NA,"Roland Ave. Holbrooks Coventry",""
"1591",2011,NA,"Rotherhanm Rd.",""
"1592",2011,NA,"Sainsburys Trinity St Coventry",""
"1593",2011,NA,"Scots Lan.",""
"1594",2011,NA,"Sewall Highway",""
"1595",2011,NA,"Sewall Highway",""
"1596",2011,NA,"Sewall Highway Coventry",""
"1597",2011,NA,"Silver Str. Coventry",""
"1598",2011,NA,"Sky Blue Way",""
"1599",2011,NA,"Sky Dome",""
"1600",2011,NA,"Sky Dome",""
"1601",2011,NA,"Sky Dome",""
"1602",2011,NA,"Sky Dome",""
"1603",2011,NA,"Sky Dome",""
"1604",2011,NA,"Sky Dome",""
"1605",2011,NA,"Sky Dome",""
"1606",2011,NA,"Sky Dome",""
"1607",2011,NA,"Sky Dome Concourse",""
"1608",2011,NA,"Sky Dome Concourse",""
"1609",2011,NA,"Sky Dome Concourse",""
"1610",2011,NA,"Sky Dome Concourse",""
"1611",2011,NA,"Sky Dome Concourse",""
"1612",2011,NA,"Sky Dome Concourse Covenmtry",""
"1613",2011,NA,"Sky Dome Concourse Coventry",""
"1614",2011,NA,"Sky Dome Concourse",""
"1615",2011,NA,"Sky Dome Coventry",""
"1616",2011,NA,"Sky Dome Coventry City Centre",""
"1617",2011,NA,"Sky Dome",""
"1618",2011,NA,"Sky Dome",""
"1619",2011,NA,"Sky Dome",""
"1620",2011,NA,"Skydome",""
"1621",2011,NA,"Skydome",""
"1622",2011,NA,"Skydome",""
"1623",2011,NA,"Skydome",""
"1624",2011,NA,"Skydome",""
"1625",2011,NA,"Skydome",""
"1626",2011,NA,"Skydome Coventry",""
"1627",2011,NA,"Skydome Car Pk.",""
"1628",2011,NA,"Skydome Car Pk.",""
"1629",2011,NA,"Skydome Complex",""
"1630",2011,NA,"Skydome Complex",""
"1631",2011,NA,"Skydome Complex",""
"1632",2011,NA,"Skydome Complex Coventry",""
"1633",2011,NA,"Skydome Concourse",""
"1634",2011,NA,"Skydome Concourse",""
"1635",2011,NA,"Skydome Concourse",""
"1636",2011,NA,"Skydome Concourse",""
"1637",2011,NA,"Skydome Concourse",""
"1638",2011,NA,"Skydome Concourse",""
"1639",2011,NA,"Skydome Concourse",""
"1640",2011,NA,"Skydome Concourse",""
"1641",2011,NA,"Skydome Concourse",""
"1642",2011,NA,"Skydome Concourse",""
"1643",2011,NA,"Skydome Concourse",""
"1644",2011,NA,"Skydome Concourse",""
"1645",2011,NA,"Skydome Concourse",""
"1646",2011,NA,"Skydome Concourse",""
"1647",2011,NA,"Skydome Concourse",""
"1648",2011,NA,"Skydome Concourse Coventry",""
"1649",2011,NA,"Skydome Concourse",""
"1650",2011,NA,"Skydome Coventry",""
"1651",2011,NA,"Skydome Coventry",""
"1652",2011,NA,"Skydome Coventry City Centre",""
"1653",2011,NA,"SkyDome Coventry",""
"1654",2011,NA,"Skydome Coventry",""
"1655",2011,NA,"Sorell Close",""
"1656",2011,NA,"Southbank Rd. Coventry",""
"1657",2011,NA,"Spom St Coventry",""
"1658",2011,NA,"Spon End",""
"1659",2011,NA,"Spon End Coventry",""
"1660",2011,NA,"Spon St Coventry",""
"1661",2011,NA,"Spon St Coventry",""
"1662",2011,NA,"SPON ST Coventry",""
"1663",2011,NA,"Spon St Coventry",""
"1664",2011,NA,"Spon St Coventry",""
"1665",2011,NA,"Spon St Coventry",""
"1666",2011,NA,"Spon St Coventry",""
"1667",2011,NA,"Spon St Coventry",""
"1668",2011,NA,"Spon St Coventry",""
"1669",2011,NA,"Spon Str.",""
"1670",2011,NA,"Spon STreet",""
"1671",2011,NA,"Spon Str.",""
"1672",2011,NA,"Spon Str.",""
"1673",2011,NA,"Spon Str.",""
"1674",2011,NA,"Spon STreet",""
"1675",2011,NA,"St Georges Rd.",""
"1676",2011,NA,"St Georges Rd. Stoke",""
"1677",2011,NA,"St Lukes Rd. Coventry",""
"1678",2011,NA,"Stonet Stanton Rd. Police Station",""
"1679",2011,NA,"Stoney Stanton Rd. Police Station Coventry",""
"1680",2011,NA,"Swanswell Pk.",""
"1681",2011,NA,"Tachbrook Close",""
"1682",2011,NA,"Tarquin Close Coventry",""
"1683",2011,NA,"Terry Rd.",""
"1684",2011,NA,"Terry Rd. Coventry",""
"1685",2011,NA,"The Bull Yard City Centre",""
"1686",2011,NA,"The Bullyard",""
"1687",2011,NA,"The Burges",""
"1688",2011,NA,"The Burgess",""
"1689",2011,NA,"The Burgess",""
"1690",2011,NA,"The Burgess",""
"1691",2011,NA,"The Butts Coventry",""
"1692",2011,NA,"The Butts Retreat PH",""
"1693",2011,NA,"The Croft Longford",""
"1694",2011,NA,"The Forum Medical Centre Coventry",""
"1695",2011,NA,"Thimbler Rd.",""
"1696",2011,NA,"Tile Hill Lan. Coventry",""
"1697",2011,NA,"Torrington Ave.",""
"1698",2011,NA,"Trinity Point Link",""
"1699",2011,NA,"Trinity Str.",""
"1700",2011,NA,"Trinity Str.",""
"1701",2011,NA,"Trinity Str.",""
"1702",2011,NA,"Trinity Str. City Centre Coventry",""
"1703",2011,NA,"University Hosp.",""
"1704",2011,NA,"University Hosp.",""
"1705",2011,NA,"University Hosp. Coventry",""
"1706",2011,NA,"Unniversity Of Warwick Coventry",""
"1707",2011,NA,"Upper Spon St",""
"1708",2011,NA,"Vine Str.",""
"1709",2011,NA,"Vine Str.",""
"1710",2011,NA,"Vinecote Rd.",""
"1711",2011,NA,"Wallace Rd",""
"1712",2011,NA,"Walsgrave Hosp.",""
"1713",2011,NA,"Warwick Row",""
"1714",2011,NA,"Warwick University",""
"1715",2011,NA,"West Orchard",""
"1716",2011,NA,"West Orchards Circulatory Rd.",""
"1717",2011,NA,"White Str.",""
"1718",2011,NA,"Willenhall Lan. Coventry",""
"1719",2011,NA,"Willenhall Police Station Front Office",""
"1720",2011,NA,"Willenhall PS",""
"1721",2011,NA,"Winnalthorpe",""
"1722",2011,NA,"Wood Way Lan. Coventry",""
"1723",2011,NA,"Wroxall Dr.",""
"1724",2011,NA,"Wroxhall Dr.",""
"1725",2011,"Dudley","Albion Str. Brierley Hill",""
"1726",2011,NA,"Amblecote High Str. Stourbridge",""
"1727",2011,NA,"Arley Court",""
"1728",2011,NA,"Baptist End Rd. Netherton",""
"1729",2011,NA,"Bell St Stourbridge",""
"1730",2011,NA,"Bell Str.",""
"1731",2011,NA,"Bell Str. Stourbridge",""
"1732",2011,NA,"BHPS",""
"1733",2011,NA,"Birmingham Str. Stourbridge",""
"1734",2011,NA,"Bramford Arms",""
"1735",2011,NA,"Brettle Lan.",""
"1736",2011,NA,"Brickhouse Rd.",""
"1737",2011,NA,"Brisbane Rd. Smethwick",""
"1738",2011,NA,"Broadway Stourbridge",""
"1739",2011,NA,"Broadway Stourbridge",""
"1740",2011,NA,"Broadway Stourbridge",""
"1741",2011,NA,"Burmese Way Rowley Regis",""
"1742",2011,NA,"Bus Station Dudley",""
"1743",2011,NA,"Carpark Of Maybrook Hosue In Halesowen",""
"1744",2011,NA,"Carpark Of The Barley Mow High Str. Wollaston",""
"1745",2011,NA,"Castlegate Dudley",""
"1746",2011,NA,"Cinder Bank Island Netherton",""
"1747",2011,NA,"Court St",""
"1748",2011,NA,"Courthouse PH Sedgeley",""
"1749",2011,NA,"Crabmill Carpark Oldswinford",""
"1750",2011,NA,"Crompton Rd.",""
"1751",2011,NA,"Crown Centre Stourbridge",""
"1752",2011,NA,"Dudley Bus Station",""
"1753",2011,NA,"Dudley Police Station",""
"1754",2011,NA,"Dudley Rd.",""
"1755",2011,NA,"Dudley Rd. Brierley Hill",""
"1756",2011,NA,"Edward Rutland PH High Str. Stourbridge",""
"1757",2011,NA,"Enville Rd.",""
"1758",2011,NA,"Fern Rd",""
"1759",2011,NA,"Foster Str. Stourbridge",""
"1760",2011,NA,"Front Office BHPS",""
"1761",2011,NA,"Front Office Stourbridge",""
"1762",2011,NA,"Front Office Stourbridge Police Station",""
"1763",2011,NA,"Hagley Rd.",""
"1764",2011,NA,"Halesowen Rd Netherton",""
"1765",2011,NA,"Halesowen Town Centre",""
"1766",2011,NA,"Hampden Close Quarry Bank",""
"1767",2011,NA,"Hereford Rd. Netherton",""
"1768",2011,NA,"High St Stourbridge",""
"1769",2011,NA,"High St Stourbridge",""
"1770",2011,NA,"High St Stourbridge",""
"1771",2011,NA,"High St Stourbridge",""
"1772",2011,NA,"High St Dudley",""
"1773",2011,NA,"High St Sedgely",""
"1774",2011,NA,"High St Stourbridge",""
"1775",2011,NA,"High St Stourbridge",""
"1776",2011,NA,"High St Stourbridge",""
"1777",2011,NA,"High St Stourbridge",""
"1778",2011,NA,"High St Stourbridge",""
"1779",2011,NA,"High Str.",""
"1780",2011,NA,"High Str.",""
"1781",2011,NA,"High Str.",""
"1782",2011,NA,"High Str. Brierley Hill",""
"1783",2011,NA,"High Str. BlackHeath",""
"1784",2011,NA,"High Str. Quarry Bank",""
"1785",2011,NA,"High Str. Stourbridge",""
"1786",2011,NA,"High Str. Stourbridge",""
"1787",2011,NA,"High Str. Stourbridge",""
"1788",2011,NA,"High Str. Stourbridge",""
"1789",2011,NA,"High Str. West Bromwich",""
"1790",2011,NA,"High Str. Amblecote",""
"1791",2011,NA,"High Str. Smethwick",""
"1792",2011,NA,"High Str. Stourbridge",""
"1793",2011,NA,"High Str. Stourbridge",""
"1794",2011,NA,"High Str. Stourbridge",""
"1795",2011,NA,"High Str. Stourbridge",""
"1796",2011,NA,"High Str. Stourbridge",""
"1797",2011,NA,"High Str. Stourbridge",""
"1798",2011,NA,"High Str. Stourbridge",""
"1799",2011,NA,"High Str. Stourbridge",""
"1800",2011,NA,"High Str. Halesowen",""
"1801",2011,NA,"High View St Dudley",""
"1802",2011,NA,"Hilly Lan. Halesowen",""
"1803",2011,NA,"Himley Rd. Gornal",""
"1804",2011,NA,"Home Address",""
"1805",2011,NA,"Hope Tavern Netherton",""
"1806",2011,NA,"Hurst Rd Oldbury",""
"1807",2011,NA,"Jackson Str. Lye",""
"1808",2011,NA,"KFC Merry Hill Centre Dudley",""
"1809",2011,NA,"King St Dudley",""
"1810",2011,NA,"Kingsley Rd. Netherton",""
"1811",2011,NA,"Larel Lan. Halesowen",""
"1812",2011,NA,"Little Barrel PH Dudley",""
"1813",2011,NA,"Lloyds Bar Stourbridge",""
"1814",2011,NA,"Long Lan. Halesowen",""
"1815",2011,NA,"Lower Derry Str. Brierley Hill",""
"1816",2011,NA,"Lower High Str. Stourbridge",""
"1817",2011,NA,"Lupin Rd.",""
"1818",2011,NA,"Lye High St",""
"1819",2011,NA,"Market Str. Kingswinford",""
"1820",2011,NA,"Market Str. Knigswinford",""
"1821",2011,NA,"Market Str. Stourbridge",""
"1822",2011,NA,"Market Str. Stourbridge",""
"1823",2011,NA,"Market Str. Kingswinford",""
"1824",2011,NA,"Marriot Rd.",""
"1825",2011,NA,"Marriot Rd.",""
"1826",2011,NA,"Mary Stevens Pk.",""
"1827",2011,NA,"Maybrook House Car Pk. Halesowen",""
"1828",2011,NA,"Meadowfields Close Wordsley",""
"1829",2011,NA,"Merryhill Centre Brierley Hill",""
"1830",2011,NA,"Mill Str. Sedgley",""
"1831",2011,NA,"Mill Str. Sedgley",""
"1832",2011,NA,"Moore Str.",""
"1833",2011,NA,"New Rd Dudley",""
"1834",2011,NA,"New Rd. Stourbridge",""
"1835",2011,NA,"New Str. Dudley",""
"1836",2011,NA,"Odeon Cinema Merry Hill",""
"1837",2011,NA,"Odeon Cinema Merry Hill",""
"1838",2011,NA,"Outside Santander High Str. Stourbridge",""
"1839",2011,NA,"Pk. Rd. Wrens Nest",""
"1840",2011,NA,"Playground At Priory Primary School",""
"1841",2011,NA,"Princess Rd. Old Hill",""
"1842",2011,NA,"Priory Str. Dudley",""
"1843",2011,NA,"RHH",""
"1844",2011,NA,"Ring Rd. Stourbridge",""
"1845",2011,NA,"Ring Rd. Stourbridge",""
"1846",2011,NA,"Rookery Pk. Pensnett",""
"1847",2011,NA,"Salop Str.",""
"1848",2011,NA,"Salop Str.",""
"1849",2011,NA,"Sedgley Bullring",""
"1850",2011,NA,"Sedgley Conservative Club",""
"1851",2011,NA,"Sedgley Conservative Club",""
"1852",2011,NA,"Short St",""
"1853",2011,NA,"South Rd. Stourbridge",""
"1854",2011,NA,"Stourbridge",""
"1855",2011,NA,"Stourbridge High St",""
"1856",2011,NA,"Stourbridge High Str.",""
"1857",2011,NA,"Stourbridge High Str.",""
"1858",2011,NA,"Stourbridge High Str.",""
"1859",2011,NA,"Stourbridge Junction",""
"1860",2011,NA,"Stourbridge PS Front Office",""
"1861",2011,NA,"Stourbridge Rd Holly Hall",""
"1862",2011,NA,"Stourbridge Rd Lye",""
"1863",2011,NA,"Stourbridge Rd. Brierley Hill",""
"1864",2011,NA,"Stourbridge Rd. Brierley Hill",""
"1865",2011,NA,"Stourbridge Rd.",""
"1866",2011,NA,"Tesco Express Amblecote Stourbridge",""
"1867",2011,NA,"The Swan Public House Kingswinford",""
"1868",2011,NA,"Tower Str. Dudley",""
"1869",2011,NA,"Victoria Str. Stoubridge",""
"1870",2011,NA,"Ward B RHH",""
"1871",2011,NA,"Windmill End Dudley",""
"1872",2011,NA,"Windmill Lan. Cape Hill",""
"1873",2011,NA,"Wolverhampton Str. Dudley",""
"1874",2011,NA,"Wolverhampton Str. Dudley",""
